업체명,위도,경도
가자,35.2048618,129.0827205
MEGAMOTEL,35.20516412,129.0826781
헬로,35.20485831,129.0830224
남도여인숙,35.20403256,129.0835377
로망모텔,35.20486599,129.08269
꿈모텔,35.20473987,129.0827719
지엔지모텔,35.20436659,129.0833661
보브모텔,35.20454579,129.0832239
호텔아마레,35.20468963,129.0831113
에덴모텔,35.20413842,129.0836397
브이모텔,35.20508832,129.0829454
계림장여관,35.20454846,129.0822474
삼육구모텔,35.20444908,129.0835178
토토모텔,35.20426506,129.0838011
명조여관,35.20677564,129.0825676
동성,35.20607041,129.0837393
전망좋은민박게스트하우스,35.21267189,129.099115
보림모텔,35.20393788,129.1014678
서호모텔,35.202866,129.0994536
롯데모텔,35.20992859,129.1046825
청록장,35.20384149,129.1012297
동래구평생학습관,35.21152834,129.0956968
해피홈스테이,35.20569656,129.088553
현대여인숙,35.20432462,129.0853123
보람게스트하우스,35.1980562,129.0521547
THEANTIQUE,35.20003036,129.0666361
크리스탈모텔,35.20124108,129.0847325
은성여관,35.20265821,129.0877332
한일장,35.20316289,129.0841292
귀빈장,35.20274121,129.0844604
더빌,35.20276762,129.084316
세븐브릿지,35.20163699,129.0861289
로망스모텔,35.20196013,129.0858529
화성,35.20252856,129.0859648
동성여인숙,35.20246274,129.0862271
블루힐모텔,35.20040574,129.085257
마모텔,35.20198818,129.0876892
명신여관,35.20255391,129.0865148
라찌모텔,35.19679734,129.0976665
리셰,35.19655468,129.0974508
SAINT9,35.19656504,129.0976905
세인트나인호텔,35.19656504,129.0976905
영빈장여관,35.19932586,129.0985475
화목,35.19891599,129.0986709
이브모텔,35.1993243,129.0985159
토담황토방모텔,35.21850284,129.0799206
스카이,35.21850452,129.0800547
VOS모텔,35.21912199,129.0807266
호텔농심,35.22025936,129.0823201
천일온천호텔,35.2214515,129.0813225
녹천온천호텔,35.22049791,129.0809067
중앙온천,35.22068477,129.0811585
호텔프랑스,35.2225688,129.0810093
6번가모텔,35.22395456,129.0820084
형제그린빌,35.21602001,129.0783187
한솔모텔,35.2233701,129.0820883
한송원룸,35.22324466,129.0820007
문화장여관,35.22356063,129.0819004
영진여인숙,35.2163905,129.0783236
대양오션,35.22295943,129.0815356
수원장여관,35.22332752,129.0812279
동남장여관,35.22296786,129.0810078
목원장여관,35.21987424,129.080571
롯데별장여관,35.22119976,129.0805233
세금장모텔,35.21991951,129.0800662
대영모텔,35.21960521,129.0802391
식물장여관,35.22320444,129.0811528
동궁장여관,35.22373077,129.0819959
청송장여관,35.22320439,129.0821637
도브호텔,35.21915508,129.0796287
금강골드모텔,35.21756249,129.0786483
만우장모텔,35.22300786,129.0817765
W모텔,35.2185717,129.0814413
한림,35.2179585,129.0799103
비바체,35.2180015,129.0797868
무아모텔,35.22004584,129.079913
대성관호텔,35.21959359,129.0811015
갤럭시모텔,35.21973859,129.0806508
파란하늘,35.2198963,129.08145
카리노호텔,35.21956197,129.0815137
호텔킹,35.21997334,129.0811432
대일장여관,35.22041779,129.0803173
한빛장,35.22057612,129.0801857
은성장여관,35.2208107,129.0801934
더고침펠리스,35.21536592,129.0780404
호텔MVG,35.21396901,129.0787787
동성,35.20831506,129.070707
평강여관,35.20819364,129.0710664
금강국민호텔,35.22503944,129.0747994
고성장,35.21201609,129.0584188
The M Hotel,35.21235174,129.059827
동래온천호텔,35.21290664,129.0785243
해미,35.21384988,129.0774876
인터파크모텔,35.21308492,129.0783213
뉴부산모텔,35.21359966,129.0784161
젬모텔,35.21328281,129.0782594
동래온천호텔,35.21336253,129.0780856
예천장여관,35.21390798,129.0781905
뉴부산모텔,35.21358385,129.0784282
로얄모텔,35.20697481,129.0698191
에이스,35.20532489,129.0698323
더스톤브릿지호텔,35.20254823,129.0697081
선우장여관,35.20644826,129.07128
꿈의궁전모텔,35.205262,129.0671086
이화장,35.20598491,129.0671773
민정텔,35.20604802,129.0688688
하나빌,35.20594404,129.0689965
백송모텔,35.20634353,129.0680574
해피맘하우스,35.20426447,129.0677075
거북장모텔,35.20314676,129.0661053
오렌지별장,35.20338709,129.067675
골든웰모텔,35.20298459,129.067775
사직 덴바스타 시그니처호텔,35.20343416,129.0680018
사직 덴바스타 시그니처호텔,35.20342904,129.0679934
페이지호텔,35.20326038,129.0686595
올리브 모텔,35.2033293,129.0689836
에스에스모텔,35.20290356,129.068984
코리아나모텔,35.2200687,129.084895
하이원레지던스,35.21583908,129.079471
레지던스에이치,35.21584363,129.0794748
온천장오호텔,35.21600163,129.0793198
동래모텔,35.22014273,129.0846607
보노호텔,35.21557401,129.0792434
지앤지모텔,35.21585599,129.0793081
썬모텔,35.22020981,129.0849217
송원별장,35.21977299,129.0841225
레지던스H,35.21586297,129.079478
369모텔,35.22122587,129.0821613
S모텔,35.22150382,129.0823211
드림모텔,35.22088151,129.081813
현대온천,35.22136001,129.0815762
만수여관,35.22098032,129.0816271
현대온천레지던스,35.22161621,129.0816342
온천테마모텔,35.22112354,129.0817475
허심모텔,35.22141907,129.0820034
황토방모텔,35.22235087,129.0842093
천우장,35.22200373,129.0841633
도윤빌,35.22225357,129.0844037
대성장여관,35.22346922,129.0825686
라메르,35.22194734,129.0842903
푸른장여관,35.22235746,129.0837334
호텔L,35.21620536,129.0813389
우림여관,35.2076538,129.0718274
청원장여관,35.20737803,129.0731786
호텔야자,35.2177684,129.0828464
호텔오즈,35.21804237,129.0829242
호텔 이그니스,35.21816786,129.0829875
JS모텔,35.21788848,129.0828957
미투나호텔,35.21681674,129.0787685
이브레지던스,35.21827858,129.0817522
아담빌라,35.21835409,129.0817073
큐브모텔,35.21825937,129.0813665
샤인모텔,35.21814722,129.0815181
타히티모텔,35.21793047,129.0808971
CG모텔,35.2161254,129.0792039
리&빌,35.21479547,129.0781106
솔롱고스백패커스,35.21520187,129.0787152
모심빌,35.21731408,129.0800112
올레지던스,35.21682926,129.0795157
대림장여관,35.21673772,129.0794007
그린모텔,35.21699406,129.0792892
빅토리아모텔,35.21718772,129.0795104
오가모텔,35.21688037,129.0792337
동산모텔,35.20728569,129.0705552
태백모텔,35.20671492,129.0704623
투유모텔,35.20648679,129.0701242
하운드호텔 미남역점,35.20571838,129.0703725
하루호텔,35.20635918,129.0704533
볼리아 사직점,35.20499854,129.0700457
유토피아모텔,35.2061165,129.0700612
태백모텔,35.2067116,129.0704541
투헤븐호텔,35.20517043,129.0700421
버튼호텔,35.20568733,129.0700898
모텔테라메르,35.2053059,129.0700594
고궁장여관,35.20704536,129.0705456
파라죠모텔,35.20692903,129.0703321
미스터브릭호텔,35.20686582,129.0698944
에이치에비뉴,35.20660287,129.0700647
코지트리,35.20241763,129.0896044
온천특실,35.15398681,129.0341275
호텔꿀비,35.15516374,129.0361714
태화여관,35.15630674,129.0429364
태화여관,35.15624486,129.0429463
더블유모텔,35.15217527,129.0216406
"네이버지도명 - '부산 개금e패션', 간판 - '호텔 e패션'",35.15236756,129.0234863
버킹검모텔,35.15251828,129.023101
레인보우모텔,35.15234276,129.0230705
레인보우호텔,35.15233057,129.0230578
허브모텔,35.14852999,129.020877
은하탕,35.15759592,129.0491411
다온하우스,35.15762072,129.0454496
센트모텔,35.15757646,129.0485476
피노키오,35.15775378,129.0489802
고궁모텔,35.15741683,129.04877
리버모텔,35.15767736,129.0485892
서림장여관,35.16620607,129.0394561
서림장여관,35.16621871,129.039455
봉선모텔,35.16592872,129.0406128
GREENHOUSE,35.15801113,129.0407351
평해여인숙,35.16285594,129.0442595
밀양,35.16272963,129.0427096
부일장여관,35.15925736,129.0499415
부일장여관,35.15926012,129.0499794
보강여인숙,35.1424925,129.057987
산들수피아,35.14313517,129.0583591
9번가트래블텔,35.14385332,129.0587778
주안하우스,35.14399652,129.0585515
네이버지도명 - '9번가 트래블텔',35.14389172,129.0587926
부산장,35.14350287,129.0582939
천애,35.14293033,129.0619013
그랜드빌,35.14362568,129.0584824
YUNSHOUSE,35.1550816,129.0459097
화동장,35.14291051,129.0554592
화동장,35.14290338,129.0554534
다이나믹게스트하우스,35.14980569,129.0576677
목화장여관,35.14700256,129.0579147
대호모텔,35.14225239,129.0630143
호텔아모르,35.14223867,129.062617
덴바스타호텔,35.14314713,129.0627571
예스모텔,35.14223464,129.0626147
K모텔,35.14244583,129.0625915
호텔큐파이브,35.14244873,129.0628281
7TH호텔,35.14807919,129.0586217
대성여인숙,35.14795338,129.058316
더호텔7TH,35.14807636,129.0586028
부산여인숙,35.1446214,129.0597165
"POI명 - 부산, 네이버지도명 - 부산여인숙",35.14463642,129.0597193
타히티모텔,35.1431687,129.0614892
네이버지도명-이그이스모텔,35.1483474,129.06164
G7호텔,35.1490178,129.0609645
오즈모텔,35.14883192,129.061417
하루호텔,35.14856508,129.0604133
김치게스트하우스,35.14837391,129.0603388
투헤븐모텔,35.1480956,129.0604701
리순덕호텔,35.14870954,129.0602228
브라운도트호텔,35.14848638,129.0606016
하운드호텔,35.14823734,129.060463
투헤븐호텔,35.14809918,129.0604164
호텔25시,35.14799932,129.0604833
호텔콤마,35.14856646,129.0601728
싸이버모텔,35.14820527,129.0602296
네이버지도명 -'리순덕호텔',35.14871457,129.0602029
SS모텔,35.14884811,129.0601953
서림모텔,35.14511351,129.0598767
프렌치코드호텔,35.14726223,129.0602891
잉카모텔,35.16836433,129.0511585
로얄모텔,35.16802104,129.0512825
프린스별장,35.16810891,129.0514121
잉카모텔,35.16832333,129.0511642
유림장여관,35.16734467,129.0517383
월성모텔,35.16532017,129.0510155
경일장여관,35.15964004,129.0505653
경일장여관,35.15960708,129.0505624
경일장여관,35.15960708,129.0505624
월성모텔,35.16076458,129.0507725
목원장여관,35.16209329,129.0543514
브라운도트호텔,35.15144681,129.0581988
롯데호텔,35.15671602,129.0555873
부산롯데호텔,35.15679003,129.0564162
테마모텔,35.15842284,129.0539795
수연장여관,35.15798523,129.0542796
브라운도트 호텔 서면역점 비즈니스,35.15660168,129.0540147
올인모텔,35.15886183,129.055097
프로포즈 모텔,35.15528276,129.0569114
K9모텔,35.15533374,129.0567822
더블린호텔,35.15505577,129.056593
휴모텔,35.15473986,129.0568235
계림장여관,35.15746734,129.0620246
더홈레이디,35.1594476,129.0621044
S모텔,35.15474701,129.0620462
소호호텔,35.15861686,129.0617684
삼호장여관,35.15850849,129.0613344
모텔YOU아인,35.15815594,129.061546
레지던스머뭄,35.15884453,129.0617251
동경장여관,35.15814259,129.0613647
하루모텔,35.15618517,129.0612268
홈호텔,35.1563924,129.0617138
다뉴브호텔,35.15607314,129.0615952
아주여관,35.164229,129.0610691
거북장여관,35.16430723,129.061176
거북장여관,35.16426746,129.0612815
초원호텔,35.15472573,129.0551369
도원장,35.1634603,129.0597247
티알티호텔,35.15323683,129.0558452
지지배,35.15903981,129.0544999
TRTHOTEL,35.15323683,129.0558452
짝호텔,35.15295948,129.0566393
호텔초원,35.15466742,129.0551348
오스카관광호텔,35.15223043,129.0570959
부산비즈니스호텔,35.15614787,129.0544041
SF장모텔,35.15193184,129.0566732
샤이어호텔,35.15223043,129.0570959
퀸스호텔,35.15502879,129.0553457
크로바여관,35.16112187,129.0549787
원진,35.16321083,129.0594999
황실장여관,35.16112961,129.0552612
SF모텔,35.1519504,129.0567026
유니크스테이,35.15533642,129.0547556
부산 비즈니스 호텔,35.15610984,129.0545363
오스카호텔,35.1522305,129.0570977
짝럭셔리호텔,35.15298466,129.0564824
호텔시카고,35.15371051,129.055685
국제장여관,35.1611811,129.0572887
국제여관,35.16117916,129.0572847
국제여관,35.16117916,129.0572847
부호장여관,35.16116578,129.058248
부호장,35.16116486,129.0582422
부산장,35.16010913,129.058456
부산모텔,35.16011492,129.0584541
로망스모텔,35.16115621,129.0584878
우리모텔,35.15336443,129.0568818
호텔제이세븐원,35.15249867,129.0570318
호텔제이세븐투,35.15239458,129.0570356
호텔더로사,35.15249867,129.0570318
넘버25 호텔 서면1번가점,35.15261614,129.0570678
호텔치즈,35.15344774,129.0565869
온,35.15356318,129.0565774
V.V모텔,35.15367424,129.0570416
더블유호텔,35.15274897,129.0566869
호텔J7,35.15239458,129.0570356
모텔오투,35.15331752,129.0571502
시티호텔지앤지,35.15359537,129.0568996
ON모텔,35.15356497,129.0565007
필 모텔,35.15316477,129.0569413
Y모텔,35.15242629,129.056806
아바모텔,35.15386379,129.0571096
하림장모텔,35.15861186,129.0537162
세운장,35.15879499,129.056335
뉴부산장여관,35.15843714,129.056426
라라비안코 비즈니스 호텔,35.15882716,129.0559571
수빈장여관,35.15972742,129.0568339
더블유모텔부산,35.15990707,129.0569352
호텔티티,35.16069778,129.0564859
W모텔,35.15992419,129.0569148
부산여인숙,35.1596953,129.0568919
캘리호스텔 서면본점,35.16026523,129.0592033
J모텔,35.16008446,129.0586352
놈모텔,35.15995398,129.0552562
이화장모텔,35.16048876,129.0563342
369모텔,35.16064593,129.0560726
호텔밴드,35.16064593,129.0560726
동광여인숙,35.16235374,129.0574276
동광여인숙,35.16235374,129.0574276
초원장,35.16216813,129.0564855
쉬리모텔,35.15997944,129.0596214
조아모텔,35.15991504,129.0597916
삼화여관,35.16039938,129.0604428
OK모텔,35.16005096,129.0596829
넘버25호텔,35.15914491,129.0594884
조아장,35.15991504,129.0597916
부산 서면 블루밍호텔,35.15200989,129.0581902
IB호텔,35.15224743,129.0572604
유나호텔 비지니스,35.15198678,129.0573227
블루모텔,35.15294788,129.0572747
사우스반데코호텔,35.15104769,129.0581902
솔라리아니시테츠호텔,35.15237637,129.0581917
부영모텔,35.15388455,129.0573324
현대모텔,35.15228841,129.0574181
K7모텔,35.15367946,129.0573229
몰디브모텔,35.15368163,129.0571754
트래블라이트,35.15466291,129.058243
일번가모텔,35.15479903,129.0582028
스테이원,35.15479903,129.0582028
숨모텔,35.159798,129.0555861
홍도장여관,35.15913452,129.0561328
숨모텔,35.15979792,129.0555861
부산게스트하우스세리인,35.15932136,129.0559058
ZAVA모텔,35.15930416,129.05615
경성여관호텔,35.15970246,129.0563274
브이모텔,35.15976272,129.0565217
모텔지에스,35.16136043,129.0548109
월렉스모텔,35.16122887,129.0546082
올리브모텔,35.15835254,129.0553756
핑크장,35.15834458,129.0555458
하이모텔,35.15817134,129.0559002
핑크모텔,35.15835442,129.0555453
쌍마모텔,35.15839448,129.0559993
롯데빌,35.15789902,129.0613752
롯데빌,35.15798383,129.0613569
QT모텔,35.15582712,129.0603682
제니하우스,35.15694241,129.0598572
미호재스테이,35.15693928,129.0598549
금하장여관,35.15922408,129.0613285
금하장여관,35.15922782,129.0613186
브라운도트 호텔 서면1호점,35.15896579,129.0611729
젠백팩커스호스텔,35.15366742,129.0540269
블루백팩커스호스텔,35.15247589,129.055282
시카고호텔,35.15370539,129.0555294
"네이버지도명 - '미니 바이 유니크스테이', 간판 - 'HOTEL MINI'",35.15297378,129.0548166
1박2일모텔,35.15335227,129.0547118
X모텔,35.15232348,129.060067
K게스트하우스,35.15270274,129.0585855
24게스트하우스,35.15285601,129.0585788
호텔야자,35.1511465,129.0586256
삼천장,35.15712977,129.0601993
이비스앰배서더,35.16184477,129.0618816
어반스테이더센트럴,35.15931262,129.0609156
어스틴게스트하우스,35.15183234,129.0603425
다니엘게스트하우스,35.1513606,129.0610997
삼호장여관,35.15483716,129.0605006
블루호텔,35.15576579,129.0610557
삼호모텔,35.15483513,129.0605182
호텔유케이,35.15386257,129.0613436
지오모텔,35.15371909,129.0614722
그랑호텔,35.15411878,129.0611082
호텔 아리아 서면,35.1560295,129.0612241
브이호텔,35.15474852,129.0557498
호텔엘레펀트,35.15532509,129.0560521
호텔 25시,35.15484717,129.0562535
호텔 더 스위트,35.15504664,129.0562299
렛츠고모텔,35.15521349,129.0555028
호텔더스위트,35.15504664,129.0562299
호텔와이티티,35.15555822,129.0553379
하운드호텔,35.15485427,129.0560237
호텔25시,35.15484717,129.0562535
태양모텔,35.15532634,129.0558916
쉼모텔,35.15529254,129.0554273
와우모텔,35.15513609,129.0559556
꿈의궁전모텔,35.15552828,129.0562299
라이온호텔,35.15508346,129.056101
부산모텔,35.1548188,129.0555147
YTT모텔,35.15555808,129.0553418
호텔야자,35.15556388,129.0560698
더클럽호텔,35.15485176,129.0565632
더클럽호텔,35.15478012,129.0565531
파레스빌,35.15410309,129.0563925
아르반호텔,35.15463886,129.0571894
엔젤호텔,35.1540265,129.0619158
호텔 엔젤,35.15408577,129.0618853
화성장여관,35.15566686,129.0606589
동명장여관,35.15560968,129.0605483
R모텔,35.15507189,129.0619244
명신,35.15944614,129.0598243
신신호텔,35.15980174,129.0589835
간판 - 태화모텔,35.16254874,129.0592094
브이원스토리,35.17269578,129.0702968
순우정모텔,35.1701914,129.0677145
화지청소년문화회관,35.17514854,129.0616758
양정청소년수련관,35.17729624,129.0717334
낙원모텔,35.17122324,129.0690058
스테이에비뉴호텔 양정점,35.17122129,129.0691565
브라운도트 호텔 양정점,35.17136231,129.0691209
1박2일,35.17121398,129.0691503
낙원모텔,35.17121792,129.0689993
스테이에비뉴호텔 양정점,35.17121398,129.0691503
반도,35.17208889,129.0698389
선풍장여관,35.17073869,129.070587
큐브모텔,35.17273658,129.0721349
온정,35.1707306,129.0705714
호텔369,35.16912541,129.068879
호텔369,35.16911933,129.0688748
비전빌,35.17405412,129.0746512
스타빌,35.17349988,129.0733353
호림모텔,35.17301037,129.0726509
V1모텔,35.17255174,129.0703982
윙크장,35.17551439,129.0739968
미광장여관,35.16913002,129.0508317
금성장여관,35.17197372,129.0577484
골드모텔,35.15986302,129.0664917
카라,35.15378233,129.0691237
영진목욕탕,35.16049079,129.0661793
토요코인호텔,35.15796708,129.0640808
토요코인호텔 부산서면,35.15796689,129.0640534
신라장여관,35.16027882,129.0637298
청운장,35.16041044,129.0646596
리아하우스,35.15263866,129.0650172
엘라하우스,35.15669999,129.0645742
하루모텔,35.16632243,129.0669624
전포여관,35.15473223,129.0604111
모텔리베라,35.18110743,129.0484484
젬모텔,35.18104508,129.0481203
브라운도트호텔,35.18098586,129.0478229
쏠호텔,35.18105762,129.0482399
짱9모텔,35.18088047,129.0485418
모텔리베라,35.18109848,129.0484503
꿈나무교통나라,35.18660523,129.0454144
설탕모텔,35.18146413,129.0482347
설탕모텔,35.18149589,129.0482395
리베라여관,35.18139519,129.0484789
리베라모텔,35.18137041,129.0486754
이화모텔,35.18114716,129.0486552
이화장,35.18114716,129.0486552
초읍 유나호텔,35.18214498,129.0482519
넘버25 호텔 초읍점,35.18196497,129.048263
발렌타인모텔,35.18160136,129.0476416
온모텔,35.18115263,129.0477544
아이리스모텔,35.1812842,129.0481262
루모텔,35.18146837,129.0480579
비타민호텔,35.18155566,129.048036
비타민호텔,35.18155164,129.0480257
라라호텔,35.18220792,129.0478919
은빈장,35.182277,129.0478054
로얄모텔,35.18231484,129.0475679
코리아나 모텔,35.18225681,129.047671
모텔 알리바바,35.18159173,129.0465395
아리바바여관,35.18174058,129.0466456
아리바바여관,35.18174329,129.0466523
경남장여관,35.20612018,128.9989645
엠유,35.20640856,128.9993393
엠유모텔,35.20641044,128.9993476
테크노모텔,35.20657704,128.9994946
청포장여관,35.2033517,128.9956474
뉴몽블랑모텔,35.20553178,128.9982738
녹천장,35.20612312,128.9992365
샤롯데모텔,35.20328843,128.9957767
향원장모텔,35.20605064,128.9971962
중앙,35.2031573,128.9942393
보라장여관,35.20509832,128.9966379
아몬드호텔,35.2049175,128.9957229
산해,35.2043699,128.9956609
보림,35.20299887,128.994277
울산장,35.20441347,128.9956883
명성장여관,35.20399518,128.9950781
애플모텔,35.20883043,129.0009864
썸모텔,35.20857009,129.0007426
이데아호텔,35.20749588,128.9994216
스미스호텔,35.20900888,129.0010643
한일여관,35.20847856,129.0031491
한일여관,35.20848694,129.0031647
서울,35.20338034,128.9944307
국보장여관,35.20955661,129.0041076
백한여인숙,35.20681534,128.9973898
화목장여관,35.20899976,129.0029988
A모텔,35.20371899,128.9946933
바르도호텔,35.20900686,128.9999617
국보장여관,35.20955649,129.0041075
삼오장여관,35.20889977,129.0002222
V7모텔,35.20378277,128.994749
엘리스모텔,35.20385528,128.9948348
글로리모텔,35.20916913,129.0003853
베니스모텔,35.20903374,129.0004044
세븐모텔,35.20960174,129.0005585
유선게스트하우스,35.19779347,128.9894959
창성장여관,35.20563293,128.996627
부산여인숙,35.20555996,128.996564
밀양,35.20577967,128.996368
서전별장,35.20720508,128.9986443
동원장여관,35.20707033,128.9984378
용궁장여관,35.20718948,128.9982807
초록장여관,35.20728847,128.9984417
대업장,35.2072045,128.9981747
모텔캣츠,35.20680983,128.9975868
역전여인숙,35.20642248,128.997406
프린스모텔,35.20762221,128.9987717
모란장여관,35.20740101,128.9988842
M모텔,35.20729714,128.998965
뉴캐럿모텔,35.20980823,129.0006952
와우모텔,35.20981187,129.0008525
I모텔,35.20874951,129.0007573
브띠크모텔,35.20911036,129.0008787
청우장여관,35.20889291,129.0007317
그린모텔,35.20878569,129.0016862
V모텔,35.20848622,129.0014935
쇼모텔,35.2086426,129.0015774
브라운도트호텔,35.20833283,129.001219
동영여인숙,35.20721983,129.001318
경수장여관,35.20928539,129.0045949
은선장,35.20268949,128.9964486
영빈장여관,35.20231771,128.995949
태흥장여관,35.20289394,128.9963779
은성장여관,35.20279343,128.9963039
상록장여관,35.20724257,129.0027771
로얄,35.2088723,129.0030616
아림장,35.2083052,129.0030321
미오하우스,35.24927116,129.0139454
부산광역시인재개발원,35.2670397,129.0231606
금곡청소년수련원,35.25948514,129.0166789
화명오토캠핑장,35.22236866,129.0006771
1박2일모텔,35.21037217,129.0040236
스카이모텔,35.21034206,129.004183
송림장여관,35.21039303,129.004456
에이유호텔,35.21040931,129.0031021
리베라모텔,35.21043553,129.0035535
매직모텔,35.21095051,129.0053979
덕천모텔,35.21172191,129.0093667
만수장모텔,35.21114622,129.0072182
덕천코코호텔,35.21197204,129.0095596
일번가모텔,35.21113288,129.0070297
온누리원룸텔,35.21090387,129.0064505
그림모텔,35.21114173,129.0061453
힐링모텔,35.21107664,129.005949
동원장,35.21076858,129.0057516
브라운도트호텔,35.21086504,129.0062893
투헤븐호텔,35.21011239,129.0036485
덕천여인숙,35.21022919,129.0040292
티파니모텔,35.21028587,129.0038068
에스모텔,35.21072234,129.0098835
모텔썸,35.21014597,129.0074796
만수장,35.2110058,129.0072576
호림장여관,35.21096423,129.0101301
편한게스트하우스,35.21202038,129.0140922
25시모텔,35.21134821,129.0120034
북구평생학습관,35.21132694,129.0148288
육회산장,35.20979526,129.0108772
계곡산장,35.21676753,129.0419164
파라디아모텔,35.21419379,129.0452136
이지굿,35.20753636,129.0327172
대림장,35.20888279,129.0370921
백양장여관,35.20889208,129.037802
투헤븐 모텔,35.21107448,129.047412
브라운도트 호텔 만덕점,35.21168623,129.0467262
메아리산장,35.21556581,129.0466352
겨울연가모텔,35.21070402,129.0473827
MVG모텔,35.21087372,129.0468945
유진모텔,35.21166248,129.0476253
나인투나인모텔,35.21187947,129.0486846
투헤븐모텔,35.21106642,129.0474069
더젠틀호텔,35.21143134,129.0470369
넘버25호텔,35.21164729,129.0482486
아브레 모텔,35.2112108,129.047101
스카이모텔,35.21164488,129.048247
투헤븐 모텔,35.21107447,129.047412
아브레모텔,35.21110848,129.0469873
브라운도트호텔,35.21168623,129.0467262
겨울연가모텔,35.21066379,129.0473698
금정산가나안수양관,35.24257016,129.049573
호텔야자,35.23453852,129.0089001
스파호텔,35.23445217,129.0098164
B&B모텔,35.23454522,129.0091873
그레이,35.23455761,129.0087215
메르시호텔,35.23449819,129.0096255
호텔브리즈,35.23453418,129.0089015
스카이모텔,35.2344663,129.0101
MU모텔,35.23575397,129.0091171
런더너모텔,35.23578298,129.00896
덴바스타호텔 화명점,35.23583317,129.008601
브라운도트호텔,35.23581268,129.0087763
런더너호텔,35.23578298,129.00896
덴바스타호텔,35.23583317,129.008601
뉴타운홈,35.24342883,129.0231371
아바모텔,35.23486462,129.0088647
루이스J호텔,35.15395401,128.9735777
일호여인숙,35.14950957,128.9726064
W모텔,35.15332569,128.9740284
에어텔부산,35.15278674,128.9751367
1954호텔,35.15307003,128.9753807
호텔프리마,35.15192309,128.9864574
호텔오해피,35.15368566,128.986362
덴바스타호텔,35.15209306,128.9864777
제이 모텔,35.15383378,128.9864003
더스톤브릿지호텔,35.15368566,128.986362
쏘야네,35.15846971,128.9880384
삼호여인숙,35.1578965,128.9882845
제일장여관,35.15846402,128.9873418
동경장여관,35.15849104,128.9871089
별장여관,35.15759421,128.9860067
미성장,35.15803541,128.9861868
엠유모텔,35.15382193,128.9830634
명천비즈니스텔,35.15391883,128.9802941
토마토모텔,35.15605843,128.9825007
노블레스,35.15642306,128.9818514
유토피아,35.15784104,128.9863028
금호빌장,35.15842671,128.9867529
동경장,35.15852042,128.9869629
경남장여관,35.15494111,128.9804391
경남장여관,35.15481734,128.9806148
청수장여관,35.15452328,128.9911585
호텔 자,35.15074961,128.9911325
NO25호텔,35.15245083,128.9894575
비즈니스호텔 르네상스,35.16176556,128.9830104
호텔파라곤,35.16192209,128.9813891
파라다이스모텔,35.16148144,128.9872771
한도호텔파라곤,35.16193644,128.9813951
세일장여관,35.16373794,128.9808514
동남장여관,35.16515116,128.9812251
송림장여관,35.16504819,128.981248
제일여인숙,35.16649059,128.9837753
YAJA 사상터미널점,35.16560156,128.9840802
수명장여관,35.16456934,128.9844443
리베장,35.1667605,128.9839844
동원장,35.16290236,128.9848988
강남여인숙,35.16576002,128.9838629
화성장,35.16565859,128.9836857
강남여인숙,35.16576005,128.983863
소르젠떼비지니스호텔,35.16487681,128.983987
나이스장,35.16466104,128.984172
그린텔,35.16132313,128.9859244
황금장,35.16145798,128.9862282
브이원모텔,35.16150676,128.9859781
스타빌,35.16135098,128.9860576
센스모텔,35.16149088,128.9865523
기린장모텔,35.16306204,128.985928
하트장여관,35.16405716,128.9852065
연암장여관,35.16293482,128.9855969
에스 호텔,35.16332153,128.9859644
호수장,35.16298792,128.9857523
하트장여관,35.16405063,128.9851657
천우장여관,35.16282614,128.9856368
기린장모텔,35.16307834,128.9859663
압구정모텔,35.16329527,128.9865981
아이모텔,35.16321953,128.986253
올레모텔,35.16366718,128.9864589
SHOW모텔,35.16343794,128.9861544
파트너모텔,35.16293839,128.9864823
W모텔,35.16300419,128.9867921
핑크장여관,35.16312684,128.986393
뉴코리아모텔,35.16345134,128.9865389
SHOW모텔,35.16345744,128.9861594
뉴코리아모텔,35.16346696,128.9865447
핑크장여관,35.16313891,128.986394
금하모텔,35.16303397,128.9864227
아비송모텔,35.163795,128.9864246
호림장여관,35.1685197,128.9770462
호림장여관,35.16851527,128.9770545
ND1226HOTEL,35.16940714,128.9770927
ND.1226호텔,35.16940714,128.9770927
성일장여관,35.16742864,128.9814102
옥돌별장,35.16730912,128.9813114
은화여인숙,35.16702552,128.9811455
동원장,35.15943368,128.9868817
현대별장,35.16674714,128.9831387
비치모텔,35.16495313,128.9835485
동성여인숙,35.16673821,128.9830363
아리스모텔,35.15910116,128.9867793
느티나무오리불고기,35.16675524,128.9833533
일루아,35.16565484,128.9833959
엔젤장여관,35.16672102,128.983247
미림장여관,35.15941758,128.9871208
1RUA,35.16565484,128.9833959
서울여관,35.16655878,128.9830143
발렌타인모텔,35.15855552,128.9859915
비너스모텔,35.15839983,128.9859969
산장모텔,35.15829346,128.9859658
평화장여관,35.16025098,128.9845602
삼성빌,35.16114676,128.9869691
부민,35.15835996,128.9850576
허니문,35.15778298,128.9848466
샵모텔,35.16345407,128.9854055
힐링장,35.16351633,128.9855263
썸 호텔,35.16396152,128.9825928
맥스호텔,35.16433118,128.9802632
빈스70호텔,35.16427167,128.9807283
MU모텔,35.16411443,128.9811926
루이스호텔,35.16418159,128.9828954
제일장여관,35.16412507,128.9820624
연풍모텔,35.16390783,128.9827954
콤마호텔,35.16428351,128.9805712
